id,purpose,description,sentiment,sentiment_score,sentiment_confidence,text_length,word_count,sentence_count,has_positive_words,has_negative_words,has_financial_terms,target_5%,default_prob_5%,target_10%,default_prob_10%,target_15%,default_prob_15%
9580,education,Trying to pay for education but facing financial difficulties.,NEGATIVE,0.5,0.8616738019751091,62,9,2,0,1,1,0,0.12797317869107905,0,0.1786854994763823,1,0.2257964296966234
9581,business,Trying to keep my business afloat. Have had some financial difficulties and payment issues. I have some payment problems and my income is irregular. I am worried about my financial situation. I have compared different lenders and found this to be the most suitable option.,NEGATIVE,0.5875,0.6789880494976076,272,45,6,0,1,1,1,0.18752745096599077,0,0.22479333732722065,0,0.2861294814680135
9582,business,Need funding for business expansion. I have various growth opportunities planned. My financial situation is normal with regular income. I understand my financial obligations.,NEUTRAL,0.515,0.8165177631964349,174,24,5,0,0,1,0,0.15117356574594873,1,0.19841254269040612,0,0.2568915966880369
9583,medical,Scheduling important medical treatment.,POSITIVE,0.6,0.774814098719949,39,4,2,0,0,0,1,0.0716407268526122,0,0.12333005935681257,0,0.17669917807427155
9584,education,Funding education to improve career prospects. I have stable employment and good payment history. My financial situation is stable with consistent income and good credit. I have carefully considered this financial decision. I have discussed this with my financial advisor and feel confident about this decision.,POSITIVE,0.628125,0.6523245953488801,311,46,6,1,0,1,0,0.1842812890408341,0,0.23302094576803775,1,0.28493223964586073
9585,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have consistent income and average credit score. I will maintain my payment schedule. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.575,0.8646709389724229,273,46,6,0,0,1,0,0.17480401804060341,0,0.21542984557451933,1,0.2667312177029215
9586,business,Need funding for business expansion.,NEUTRAL,0.5,0.651715877457502,36,5,2,0,0,0,0,0.08879397386219015,0,0.1511487503999757,1,0.19650728481603932
9587,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates.,POSITIVE,0.54,0.8996235102145909,70,10,2,0,0,1,0,0.14704597847989406,1,0.19393830055600153,0,0.25373878335936784
9588,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. I have some payment problems and my income is irregular. I am uncertain about my ability to repay.,NEGATIVE,0.4791666666666667,0.8428277674842686,203,35,5,0,1,1,0,0.1772734423501231,0,0.22274475287670992,0,0.2712950208717285
9589,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. My income has been reduced recently and I have some payment issues. I am worried about my financial situation. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.5586734693877551,0.6882503649251221,300,50,6,0,1,1,0,0.1721381698748727,0,0.23083256754080383,0,0.2858110197066884
9590,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have standard credit history and stable employment. I plan to manage this loan responsibly. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5833333333333334,0.9257258489891388,279,47,6,1,0,1,0,0.17227798970975333,0,0.21779301098956952,0,0.2653679872100688
9591,education,Need funding for educational expenses.,NEUTRAL,0.625,0.7197143316665594,38,5,2,0,0,0,0,0.08133874276587971,0,0.12486332069195506,0,0.17208975583184427
9592,debt_consolidation,"I need to consolidate my high-interest credit card debt into a single, manageable payment.",POSITIVE,0.4642857142857143,0.9005351082951002,90,14,2,0,0,1,0,0.16078751282496076,0,0.20809017220342005,1,0.26193869513013285
9593,education,Need funding for educational expenses. I have various education costs to cover. I have consistent income and average credit score. I understand my financial obligations. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5291666666666667,0.9096173008871552,242,35,6,0,0,1,1,0.17959438579374692,0,0.22827857840213706,0,0.2867547878947355
9594,business,Trying to save my struggling business. Sales have been declining and I'm behind on some payments. My financial situation has been challenging recently. I am struggling to manage my current financial obligations. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5375,0.9033205147119372,299,46,6,1,1,1,0,0.1947908675773855,0,0.23598811445381657,0,0.2930167183416606
9595,business,Need emergency funding for my business. Have been having cash flow problems recently. I have some payment problems and my income is irregular. I am worried about my financial situation.,NEGATIVE,0.5,0.6639580784309258,185,30,5,0,1,1,0,0.1692364280599675,1,0.21680320534965056,0,0.27103110160587823
9596,home_improvement,Need emergency repairs on my home due to water damage.,NEGATIVE,0.4375,0.9449629125391088,54,10,2,0,1,0,0,0.09401851479759316,0,0.1484227671496694,0,0.19365298166779207
9597,business,Trying to save my struggling business. Sales have been declining and I'm behind on some payments. I've been struggling financially and have missed some payments. I am facing financial challenges.,NEGATIVE,0.4333333333333333,0.8805938010719799,195,30,5,0,1,1,0,0.17152398451564563,0,0.22798183020934665,0,0.2744652092263591
9598,education,Trying to pay for education but facing financial difficulties. Have missed some payments recently. My income has been reduced recently and I have some payment issues. I am uncertain about my ability to repay. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.4875,0.7974030797175604,277,45,6,0,1,1,0,0.19363912085881785,1,0.23935974809391852,1,0.2864095522731017
9599,home_improvement,Need emergency repairs on my home due to water damage.,NEGATIVE,0.4375,0.627697725675188,54,10,2,0,1,0,0,0.10546984008501716,0,0.15639595520704996,1,0.21159622540542936
9600,medical,Need urgent medical treatment but struggling financially. Have missed some payments due to medical bills. My financial situation has been challenging recently. I am concerned about my ability to make payments. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.5171875,0.6046411232816379,278,42,6,0,1,1,1,0.19030816822916405,1,0.24461740423355927,0,0.2932736068903701
9601,medical,Need medical procedure that's well-planned. I have good health insurance and financial stability. I have a stable job with good income and excellent credit history. I am confident in my ability to repay this loan. I have carefully planned my budget to accommodate this loan payment.,POSITIVE,0.7,0.8877777966561551,282,46,6,1,0,1,0,0.15065693904056673,0,0.21253431823781319,0,0.2625541900152926
9602,home_improvement,Planning home improvements to update the property. I have various projects in mind. I have a regular income and standard credit history. I will make payments as agreed.,NEUTRAL,0.5,0.7816135156755015,168,28,5,0,0,1,0,0.15831129915937284,0,0.19981114543358253,0,0.2529869673521089
9603,medical,Planning elective surgery with good insurance coverage. I have stable income and excellent credit. I have excellent credit history and stable employment. I am confident in my ability to repay this loan.,POSITIVE,0.9,0.6223462861678166,202,32,5,1,0,1,1,0.11490419038586813,0,0.16191942082403665,0,0.22440382160245878
9604,home_improvement,Looking to remodel my bathroom to modernize the house.,POSITIVE,0.5,0.8781861056416862,54,9,2,0,0,0,0,0.08583815540378212,0,0.13672729237215822,0,0.18923378043434683
9605,home_improvement,Planning home improvements to update the property. I have various projects in mind. I have a regular income and standard credit history. I understand my financial obligations. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.575,0.6463175042780405,256,41,6,0,0,1,0,0.17180944185655564,0,0.21136449020880038,0,0.26656098570421277
9606,medical,Need loan for healthcare expenses. I have different medical costs to address. I have standard credit history and stable employment. I am committed to meeting my financial commitments. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5,0.7387833446058241,256,38,6,1,0,1,1,0.19304752609029727,0,0.2352279908648987,1,0.2944198908053436
9607,education,Need funding for educational expenses. I have various education costs to cover. I have a regular income and standard credit history. I will make payments as agreed. I have considered the long-term implications of this financial decision.,NEUTRAL,0.525,0.7004142513106968,237,37,6,0,0,1,1,0.1641321571263466,1,0.23260222517602108,1,0.27749343942203597
9608,business,Trying to save my struggling business.,NEGATIVE,0.5,0.6165671852390953,38,6,2,0,1,0,0,0.10043997454482845,0,0.15265051224438822,0,0.18981073577653065
9609,medical,Medical emergency that has impacted my ability to work.,NEGATIVE,0.5,0.7998346599458273,55,9,2,0,1,0,0,0.09237006074703173,0,0.1475990479447012,0,0.19186827453154637
9610,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have a regular income and standard credit history. I understand my financial obligations. I have considered the long-term implications of this financial decision.,NEUTRAL,0.4833333333333333,0.7238598988242646,257,40,6,0,0,1,1,0.18191835455750943,0,0.2347432183871424,1,0.27846425298037303
9611,education,Looking to finance my education. I have several educational expenses to pay. I have consistent income and average credit score. I understand my financial obligations. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5291666666666667,0.9275106578548828,239,35,6,0,0,1,0,0.17301442285477522,0,0.2319043096155496,0,0.2738329803831512
9612,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. My credit has suffered due to recent financial difficulties. I am concerned about my ability to make payments. I have considered the long-term implications of this financial decision.,NEGATIVE,0.4645833333333333,0.9058612494515946,292,44,6,0,1,1,0,0.2207739076431709,1,0.266014237334654,1,0.3
